label,source,age,n_interests,n_projects,interests,subject_1_name,subject_1_score,subject_2_name,subject_2_score,subject_3_name,subject_3_score,subject_4_name,subject_4_score,subject_5_name,subject_5_score,project_title,project_skills,archetype,base_ability
DWM,synthetic,18,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Software Engineering,49.5,Database Management Systems,35.8,C++,34.2,Operating Systems,33.0,Engineering Mathematics-IV,31.9,Clickstream Analyzer,docker|nlp|data warehouse|mongodb|power bi|mysql|data visualization|hadoop,struggling,22.6
CCS,synthetic,22,2,1,Cloud & Distributed Systems|Web Development,Operating Systems,72.5,Design & Analysis of Algorithms,68.0,Software Engineering,66.2,Computer Networks,66.1,Data Structures and Algorithms,56.0,Task Management System,terraform|kubernetes|docker,average,50.5
ML,synthetic,18,2,3,Data Science & Analytics|Cloud & Distributed Systems,Artificial Intelligence,98.9,Engineering Mathematics-IV,92.2,Python,91.8,Software Engineering,90.2,Automata Theory,89.3,Text Summarizer,computer vision|data science|sklearn|nlp|neural network|regression|classification|pytorch,strong,79.0
CCS,synthetic,21,1,2,Web Development,Computer Networks,60.4,Full Stack Development,48.9,Data Structures and Algorithms,46.9,Digital Logic & Design,44.3,Engineering Mathematics-IV,43.0,Multi-tenant SaaS App,devops|rest api|ci/cd|docker|serverless|microservices|nginx|matplotlib,struggling,31.8
DWM,synthetic,18,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Database Management Systems,75.5,Python,74.4,Java,71.4,Engineering Mathematics-IV,71.1,Data Structures and Algorithms,68.8,Data Pipeline System,mongodb|power bi|mysql|data visualization|hadoop|analytics|data pipeline|etl,above_avg,62.6
CCS,synthetic,21,3,4,Web Development|Cloud & Distributed Systems|Network & Wireless Systems,Full Stack Development,88.7,Software Engineering,84.7,Engineering Mathematics-IV,83.1,Operating Systems,83.1,Data Structures and Algorithms,81.8,Online Learning Platform,devops|rest api|ci/cd|docker|fullstack|node|react|serverless,strong,73.1
WT,synthetic,18,2,3,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,90.4,C++,84.4,IoT,81.8,Cryptography & Network Security,81.7,Automata Theory,79.9,RFID Attendance System,embedded|nlp|iot|sensor|freertos|arduino|mqtt|lora,strong,66.8
WT,synthetic,20,2,2,Network & Wireless Systems|Cloud & Distributed Systems,Design & Analysis of Algorithms,71.8,Computer Networks,63.5,Microcontroller & Embedded Systems,60.7,IoT,60.4,C++,59.7,Smart Streetlight System,rfid|iot|kubernetes|arduino|wireless|i2c|gpio|microcontroller,average,46.6
WT,synthetic,21,2,1,Network & Wireless Systems|Cloud & Distributed Systems,Digital Logic & Design,66.8,Operating Systems,66.4,Computer Networks,65.9,Microcontroller & Embedded Systems,59.6,C++,52.6,Smart Parking System,embedded|zigbee|raspberry pi|iot|lora|arduino|bluetooth|esp32,average,42.4
WT,synthetic,19,3,3,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,IoT,71.9,Automata Theory,70.0,C++,65.2,Computer Networks,64.3,Cryptography & Network Security,61.9,Gesture Controlled Robot,rfid|embedded|zigbee|raspberry pi|sensor|freertos|lora|mqtt,average,46.9
WT,synthetic,19,2,2,Mobile & IoT Development|Cloud & Distributed Systems,IoT,47.6,Computer Networks,40.9,Automata Theory,32.5,Java,26.3,Data Structures and Algorithms,25.5,Smart Streetlight System,rfid|embedded|iot|freertos|arduino|i2c|gpio,failing,10.3
WT,synthetic,21,3,2,Mobile & IoT Development|Network & Wireless Systems|Cloud & Distributed Systems,Computer Networks,87.3,IoT,86.1,C++,77.0,Microcontroller & Embedded Systems,70.1,Software Engineering,69.7,Smart Parking System,postgresql|raspberry pi|sensor|sql|data visualization|python|bluetooth|data pipeline,hard_sample,63.0
CCS,synthetic,20,2,4,Web Development|Cloud & Distributed Systems,Full Stack Development,78.7,Operating Systems,64.2,Python,58.2,C++,56.2,Engineering Mathematics-IV,55.7,Cloud Deployment Platform,devops|rest api|docker|ci/cd|keras|fullstack|node|serverless,average,48.6
DWM,synthetic,21,1,1,Data Science & Analytics,Database Management Systems,71.9,Java,61.9,Automata Theory,61.8,C++,61.3,Digital Logic & Design,52.7,Market Basket Analyzer,postgresql|tableau|mongodb|data visualization|data mining|spark|etl|pandas,hard_sample,46.8
DWM,synthetic,22,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Data Structures and Algorithms,100.0,Python,90.1,Digital Logic & Design,77.3,Java,74.7,Design & Analysis of Algorithms,72.6,Social Media Analytics,spark|mysql|hadoop|analytics|data mining|pandas,hard_sample,66.7
ML,synthetic,22,2,1,Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Artificial Intelligence,75.9,Engineering Mathematics-IV,66.6,Data Structures and Algorithms,65.1,Automata Theory,63.5,Engineering Mathematics-III,61.5,Recommendation Engine,sklearn|nlp|regression|data visualization|opencv|numpy|computer vision|machine learning,above_avg,55.4
CCS,synthetic,20,3,2,Cloud & Distributed Systems|Web Development|Network & Wireless Systems,Operating Systems,74.0,Software Engineering,72.4,Cryptography & Network Security,72.4,Full Stack Development,70.4,Design & Analysis of Algorithms,64.7,Task Management System,devops|fullstack|node|serverless|rest api|azure|aws,hard_sample,61.9
WT,synthetic,19,2,1,Network & Wireless Systems|Mobile & IoT Development,Computer Networks,84.2,Java,77.0,Microcontroller & Embedded Systems,76.8,Design & Analysis of Algorithms,72.7,Digital Logic & Design,72.3,IoT Security Monitor,rfid|arduino|lora|bluetooth|gpio|microcontroller,strong,66.7
ML,synthetic,22,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-III,100.0,Database Management Systems,100.0,Python,100.0,Java,100.0,Artificial Intelligence,100.0,Disease Diagnosis Tool,pytorch|classification|opencv|jupyter|deep learning,topper,95.5
WT,synthetic,20,3,2,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,IoT,85.1,Computer Networks,81.5,Digital Logic & Design,72.6,Microcontroller & Embedded Systems,68.8,Cryptography & Network Security,60.5,Wireless Sensor Network,embedded|iot|freertos|lora|arduino|esp32|gpio|wireless,average,51.6
DWM,synthetic,22,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Digital Logic & Design,83.5,Artificial Intelligence,75.4,Database Management Systems,73.3,Software Engineering,71.7,Cryptography & Network Security,67.8,Clickstream Analyzer,tableau|mongodb|power bi|data warehouse|hadoop|etl,hard_sample,64.9
WT,synthetic,22,3,2,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Operating Systems,63.6,Computer Networks,62.9,IoT,61.4,C++,60.3,Data Structures and Algorithms,53.8,IoT Security Monitor,embedded|zigbee|raspberry pi|sensor|freertos|arduino|lora|bluetooth,average,50.4
DWM,synthetic,20,2,1,Artificial Intelligence & Machine Learning|Web Development,Engineering Mathematics-IV,84.6,Java,69.8,Data Structures and Algorithms,65.6,Design & Analysis of Algorithms,63.9,Automata Theory,62.6,ETL Automation Tool,spark|mysql|analytics|data mining|etl,average,54.2
ML,synthetic,22,3,2,Data Science & Analytics|Artificial Intelligence & Machine Learning|Cloud & Distributed Systems,Artificial Intelligence,83.3,Engineering Mathematics-III,83.0,Python,79.7,Digital Logic & Design,79.1,Software Engineering,73.0,Face Recognition System,tensorflow|numpy|neural network|regression|classification|opencv|python|jupyter,above_avg,62.9
WT,synthetic,18,2,3,Network & Wireless Systems|Mobile & IoT Development,IoT,85.5,Digital Logic & Design,78.4,C++,73.9,Microcontroller & Embedded Systems,72.1,Computer Networks,70.6,Smart Home System,iot|sensor|power bi|freertos|lora|mqtt|arduino|esp32,above_avg,60.6
ML,synthetic,20,2,1,Data Science & Analytics|Artificial Intelligence & Machine Learning,Python,52.8,Engineering Mathematics-IV,46.1,Artificial Intelligence,34.2,Cryptography & Network Security,32.6,Engineering Mathematics-III,25.8,Language Translator,opencv|keras|nlp,struggling,21.9
CCS,synthetic,21,1,1,Cloud & Distributed Systems,Full Stack Development,100.0,Software Engineering,90.8,Automata Theory,83.9,Operating Systems,82.5,Computer Networks,82.5,Serverless API Gateway,fullstack|node|kubernetes|aws|azure|cloud,strong,74.4
DWM,synthetic,20,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Database Management Systems,100.0,Python,100.0,Software Engineering,98.1,Engineering Mathematics-IV,97.9,Design & Analysis of Algorithms,97.5,Clickstream Analyzer,postgresql|mongodb|mysql|sql|data visualization|hadoop|data mining|analytics,topper,90.5
WT,synthetic,19,3,3,Network & Wireless Systems|Mobile & IoT Development|Cloud & Distributed Systems,Computer Networks,64.1,Design & Analysis of Algorithms,53.1,Operating Systems,48.3,IoT,46.8,Microcontroller & Embedded Systems,40.8,Health Monitoring Wearable,rfid|embedded|raspberry pi|iot|sensor|freertos|arduino|wireless,struggling,23.8
DWM,synthetic,19,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Data Structures and Algorithms,57.3,Engineering Mathematics-IV,47.0,Engineering Mathematics-III,42.5,Java,41.8,Database Management Systems,41.3,ETL Automation Tool,tableau|power bi|mysql|azure|data visualization|hadoop|analytics|spark,struggling,27.6
WT,synthetic,21,3,1,Mobile & IoT Development|Web Development|Cloud & Distributed Systems,Microcontroller & Embedded Systems,78.9,Operating Systems,70.9,IoT,68.8,C++,62.7,Computer Networks,59.6,IoT Security Monitor,arduino|i2c|iot,hard_sample,46.4
CCS,synthetic,19,3,1,Cloud & Distributed Systems|Web Development|Network & Wireless Systems,Database Management Systems,25.0,Operating Systems,24.0,Python,23.8,C++,23.8,Artificial Intelligence,22.4,REST API Service,serverless|kubernetes|microservices|azure|cloud,failing,15.2
DWM,synthetic,20,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Cryptography & Network Security,63.2,Computer Networks,59.3,Java,58.6,Engineering Mathematics-III,56.7,Database Management Systems,51.6,ETL Automation Tool,embedded|sklearn|neural network|sql|data visualization|classification|python|spark,hard_sample,45.3
CCS,synthetic,22,2,1,Cloud & Distributed Systems|Web Development,Software Engineering,88.7,Full Stack Development,79.8,Database Management Systems,77.2,C++,71.2,Python,70.7,Real-Time Chat Application,devops|ci/cd|nginx,strong,66.2
WT,synthetic,20,1,2,Network & Wireless Systems,Computer Networks,100.0,IoT,100.0,Engineering Mathematics-III,81.4,C++,80.0,Software Engineering,77.1,BLE Beacon Tracker,embedded|raspberry pi|iot|sensor|freertos|mqtt|bluetooth|zigbee,hard_sample,69.7
WT,synthetic,22,1,3,Network & Wireless Systems,Microcontroller & Embedded Systems,73.1,Digital Logic & Design,72.5,IoT,69.7,Engineering Mathematics-IV,67.5,Engineering Mathematics-III,66.1,Smart Streetlight System,rfid|embedded|ci/cd|raspberry pi|iot|freertos|lora|mqtt,average,53.3
CCS,synthetic,19,2,3,Cloud & Distributed Systems|Web Development,Java,65.6,Automata Theory,53.1,Python,52.1,Design & Analysis of Algorithms,50.4,Full Stack Development,45.9,Multi-tenant SaaS App,devops|docker|ci/cd|node|serverless|kubernetes|react|azure,below_avg,39.4
CCS,synthetic,19,2,2,Cloud & Distributed Systems|Web Development,Full Stack Development,89.1,Computer Networks,70.7,Software Engineering,69.8,Data Structures and Algorithms,64.6,Python,64.1,Task Management System,devops|rest api|docker|node|kubernetes|serverless|jenkins|terraform,average,56.2
DWM,synthetic,20,2,2,Data Science & Analytics|Web Development,Database Management Systems,100.0,Automata Theory,100.0,Engineering Mathematics-IV,92.4,Design & Analysis of Algorithms,89.9,Java,88.0,Data Pipeline System,tableau|mongodb|mysql|sql|data visualization|hadoop|data mining|spark,topper,84.2
DWM,synthetic,18,2,2,Artificial Intelligence & Machine Learning|Data Science & Analytics,Database Management Systems,56.9,Data Structures and Algorithms,53.5,Engineering Mathematics-IV,51.3,Engineering Mathematics-III,48.1,Automata Theory,45.1,Census Data Visualizer,postgresql|tableau|data warehouse|analytics|spark|data pipeline|pandas,below_avg,36.5
DWM,synthetic,18,3,3,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Engineering Mathematics-IV,61.9,Database Management Systems,61.2,Design & Analysis of Algorithms,59.6,C++,52.4,Python,50.6,Data Pipeline System,devops|rest api|ci/cd|tableau|mongodb|power bi|data warehouse|mysql,hard_sample,40.8
ML,synthetic,18,4,1,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development|Cloud & Distributed Systems,Automata Theory,87.8,Artificial Intelligence,86.8,Digital Logic & Design,81.0,Python,79.7,Data Structures and Algorithms,77.7,Sentiment Analysis Tool,classification|jupyter|deep learning,hard_sample,64.6
DWM,synthetic,18,3,2,Artificial Intelligence & Machine Learning|Web Development|Mobile & IoT Development,Database Management Systems,79.3,Python,74.6,C++,69.7,Design & Analysis of Algorithms,69.3,Data Structures and Algorithms,67.0,Market Basket Analyzer,data warehouse|sql|mysql|data visualization|hadoop|data mining|spark|data pipeline,above_avg,65.3
CCS,synthetic,19,3,2,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Operating Systems,100.0,Design & Analysis of Algorithms,100.0,Cryptography & Network Security,100.0,Full Stack Development,100.0,Computer Networks,99.9,Real-Time Chat Application,devops|fullstack|node|react|kubernetes|serverless|azure|cloud,topper,95.5
ML,synthetic,22,2,3,Data Science & Analytics|Web Development,Artificial Intelligence,67.7,Data Structures and Algorithms,55.6,Java,47.9,Design & Analysis of Algorithms,47.6,Python,46.7,Sentiment Analysis Tool,data science|sklearn|nlp|neural network|regression|deep learning|classification|opencv,below_avg,39.1
DWM,synthetic,18,2,1,Artificial Intelligence & Machine Learning|Data Science & Analytics,Database Management Systems,56.7,Engineering Mathematics-IV,42.9,Full Stack Development,41.9,Data Structures and Algorithms,39.5,Operating Systems,36.9,Financial Data Mining Tool,tableau|sql|mysql|data visualization|data mining|spark|data pipeline,struggling,26.6
WT,synthetic,22,2,3,Mobile & IoT Development|Cloud & Distributed Systems,Microcontroller & Embedded Systems,79.0,Java,71.8,Cryptography & Network Security,71.7,Software Engineering,69.6,Operating Systems,64.3,BLE Beacon Tracker,rfid|embedded|raspberry pi|pandas|sensor|lora|mqtt|arduino,inconsistent,48.7
DWM,synthetic,18,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Database Management Systems,75.7,Data Structures and Algorithms,69.5,Cryptography & Network Security,64.9,Engineering Mathematics-III,63.1,Java,59.8,Clickstream Analyzer,docker|postgresql|tableau|data warehouse|mongodb|power bi|mysql|data visualization,average,53.0
DWM,synthetic,21,3,2,Artificial Intelligence & Machine Learning|Data Science & Analytics|Web Development,Engineering Mathematics-IV,61.8,Engineering Mathematics-III,55.8,Artificial Intelligence,54.3,Data Structures and Algorithms,46.5,Computer Networks,45.7,Data Pipeline System,postgresql|power bi|mysql|hadoop|data mining|analytics|etl|pandas,below_avg,39.3
ML,synthetic,21,1,2,Artificial Intelligence & Machine Learning,Engineering Mathematics-III,81.9,Python,76.0,Artificial Intelligence,66.3,Software Engineering,63.5,Database Management Systems,59.8,Disease Diagnosis Tool,keras|sklearn|tensorflow|nlp|neural network|pytorch|numpy|computer vision,hard_sample,50.1
DWM,synthetic,21,2,2,Artificial Intelligence & Machine Learning|Mobile & IoT Development,Database Management Systems,83.7,Java,82.3,Data Structures and Algorithms,70.3,Full Stack Development,63.5,Computer Networks,62.9,Data Pipeline System,tableau|mongodb|data warehouse|mysql|sql|data visualization|data mining|spark,above_avg,56.2
CCS,synthetic,21,3,3,Web Development|Cloud & Distributed Systems|Data Science & Analytics,Full Stack Development,80.8,Operating Systems,73.4,Python,63.8,Software Engineering,62.5,Cryptography & Network Security,60.8,Cloud Deployment Platform,devops|ci/cd|docker|node|serverless|kubernetes|react|aws,average,48.8
DWM,synthetic,20,2,1,Data Science & Analytics|Web Development,Database Management Systems,94.9,Python,91.5,Engineering Mathematics-IV,88.6,Data Structures and Algorithms,88.1,Cryptography & Network Security,86.4,Academic Performance Dashboard,tableau|mongodb|power bi|mysql|sql|hadoop|analytics|pandas,strong,76.3
